Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
B-lymphoblastoid cell	57/5983	3.397643894797006E-12	8.256274664356724E-10	0	0	4.639496316640869	122.51953524104363	ATF1;MTCH1;FASTKD1;HMGB2;PHF6;CEP128;ING2;SEPT6;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;BORA;RMI1;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;DMWD;XRN2;ASF1A;HDAC2;GTF2A2;ZNF230;UBA6;DCUN1D1;RNF219;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;DVL1;NCKAP1L;PIBF1;EIF4E;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;TM9SF2;CENPE;STAG2;CENPJ;ANP32E;EIF3A
MOLT-4 cell	48/4430	1.1805882377964922E-11	1.1144885152792467E-9	0	0	4.477263446155324	112.6587976192867	MTCH1;HDAC2;GTF2A2;ZNF230;FASTKD1;UBA6;HMGB2;DCUN1D1;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;PHF6;CEP128;SEPT6;PPIP5K2;MIS18BP1;POLR2B;CREB3L2;CNTRL;DVL1;PGM2;NCKAP1L;SNRPD3;EIF4E;PRPF38A;RMI1;SACM1L;UBE2E3;TXNRD1;CPSF3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;C4ORF21;DCK;CDC40;TM9SF2;CENPE;STAG2;CENPJ;ANP32E;ASF1A;EIF3A
Erythroid cell	48/4448	1.3759117472583291E-11	1.1144885152792467E-9	0	0	4.45377990430622	111.38600426496106	ATF1;MTCH1;HDAC2;GTF2A2;ZNF230;FASTKD1;HMGB2;DCUN1D1;MAT2B;MTIF3;HSD17B11;SPATA5;PHF6;CEP128;PPIP5K2;MIS18BP1;POLR2B;CREB3L2;CNTRL;DVL1;PGM2;SNRPD3;ATP7A;EIF4E;TSNAX;BORA;PRPF38A;SACM1L;UBE2E3;TXNRD1;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;C4ORF21;DCK;CDC40;TM9SF2;CENPE;MPHOSPH9;STAG2;DMWD;CENPJ;ANP32E;ASF1A;EIF3A
Erythroleukemia cell	46/4265	5.723259047595649E-11	3.4768798714143566E-9	0	0	4.278087224460773	100.89397109498766	ATF1;HDAC2;UBA6;HMGB2;ARHGAP19;CASC5;ATP5C1;RNF219;MAT2B;SPATA5;SDAD1;PHF6;CEP128;SEPT6;PPIP5K2;MIS18BP1;POLR2B;CREB3L2;CNTRL;PGM2;ATP7A;EIF4E;APPL1;BORA;PRPF38A;RMI1;CPSF3;LRRC40;MRE11A;AP3B1;VRK1;PRPF40A;CACYBP;C4ORF21;DCK;CDC40;PTBP3;CENPE;MPHOSPH9;STAG2;DMWD;CENPJ;XRN2;KIF20B;ASF1A;EIF3A
Blood	55/6006	7.861983867614539E-11	3.820924159660666E-9	0	0	4.162840617732991	96.85430265922265	ATF1;MTCH1;FASTKD1;HMGB2;ATP5C1;PHF6;CEP128;SEPT6;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;ATP7A;RMI1;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;DMWD;XRN2;HDAC2;GTF2A2;ZNF230;UBA6;ARHGAP19;DCUN1D1;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;DVL1;NCKAP1L;EIF4E;TSNAX;PRPF38A;TXNRD1;CPSF3;C4ORF21;TM9SF2;STAG2;CENPJ;ANP32E;EIF3A
Cytotoxic T-lymphocyte	50/5212	3.0807316579444126E-10	1.247696321467487E-8	0	0	3.9691764604589093	86.92767864614972	ATF1;MTCH1;FASTKD1;HMGB2;ATP5C1;PHF6;CEP128;SEPT6;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;ALG6;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;DMWD;XRN2;ASF1A;HDAC2;GTF2A2;ZNF230;UBA6;MAT2B;MTIF3;HSD17B11;SPATA5;POLR2B;DVL1;NCKAP1L;EIF4E;TSNAX;PRPF38A;TXNRD1;TM9SF2;MPHOSPH9;STAG2;CENPJ;ANP32E;EIF3A
Natural killer cell	68/9530	2.0680004349938837E-9	7.178915795764482E-8	0	0	4.173043049390545	83.44702179976731	ATF1;MTCH1;FASTKD1;PIGN;HMGB2;CASC5;ATP5C1;PHF6;CEP128;SEPT6;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;ZNF765;APPL1;ALG6;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;ZNF93;DMWD;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;ZNF230;UBA6;IREB2;DCUN1D1;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;DVL1;NCKAP1L;PIBF1;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;PEX10;ERLIN2;C4ORF21;TM9SF2;CENPE;MPHOSPH9;STAG2;CENPJ;ANP32E;EIF3A
Adipose tissue	77/12174	2.8191795469786732E-9	8.56325787394772E-8	0	0	5.528542430170933	108.83941932642145	ATF1;MTCH1;FASTKD1;PIGN;HMGB2;CASC5;ATP5C1;CALML4;ZNF321P;PHF6;FGFRL1;CEP128;SGOL2;ING2;SEPT6;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;ZNF765;ATP7A;APPL1;ALG6;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;DMWD;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;ZNF230;UBA6;IREB2;ARHGAP19;DCUN1D1;KIAA0284;RNF219;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;DVL1;ST3GAL4;NCKAP1L;PIBF1;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;PEX10;ERLIN2;TM9SF2;CENPE;MPHOSPH9;STAG2;CENPJ;ANP32E;ERCC8;EIF3A
Dendritic cell	50/5660	6.648145488398745E-9	1.7949992818676612E-7	0	0	3.5412953060011882	66.67879397193906	ATF1;MTCH1;FASTKD1;HMGB2;PHF6;CEP128;SEPT6;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;APPL1;ALG6;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;XRN2;HDAC2;GTF2A2;ZNF230;UBA6;DCUN1D1;MAT2B;MTIF3;HSD17B11;SPATA5;POLR2B;DVL1;ST3GAL4;NCKAP1L;TSNAX;PRPF38A;TXNRD1;CPSF3;C4ORF21;TM9SF2;STAG2;CENPJ;ANP32E;EIF3A
BTO:0004410	66/9290	9.035006927513695E-9	2.1955066833858278E-7	0	0	3.824479618386817	70.83762014300797	ATF1;MTCH1;PIGN;HMGB2;CASC5;ATP5C1;PHF6;CEP128;SEPT6;PPIP5K2;CNTRL;PGM2;SNRPD3;ZNF765;ATP7A;APPL1;ALG6;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;ZNF93;DMWD;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;UBA6;IREB2;DCUN1D1;KIAA0284;RNF219;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;NCKAP1L;PIBF1;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;PEX10;ERLIN2;C4ORF21;TM9SF2;CENPE;MPHOSPH9;STAG2;CENPJ;ANP32E;EIF3A
